时间,标题,url,内容
2018-01-15 12:22:46,「菠萝斑马居住指南」获Pre-A轮融资,http://36kr.com/p/5112356.html,36氪获悉，菠萝斑马居住指南（以下简称“菠萝斑马”）已于2017年11月完成Pre-A轮融资，资方为嘉程资本；菠萝斑马曾在2016年获得高樟资本的天使轮融资，两轮融资总额为千万元量级。两轮融资之间，菠萝斑马的业务模式已发生演化——天使轮机构由范卫锋创办，以投资新媒体著称，Pre-A轮资方则是李黎新成立的基金，主投方向之一是新零售。菠萝斑马在2016年6月以自媒体起家，通过详尽扎实、实操性强的内容积累了90多万粉丝；从2017年下半年正式上线自有产品，以SPA（品牌渠道一体化）模式做家居品牌，目前在线上自有渠道（淘宝、有赞、小程序）销售。
2018-01-15 11:54:06,宾三得利正式进驻，天猫实现全球五大洋酒集团新零售大满贯,,宾三得利BeamSuntory日前正式进驻天猫，这是继ASC精品酒业、SUNTORYWELLNESS海外旗舰店之后，三得利集团在天猫开的第三家店。这意味着日本最大的食品酒水企业，以天猫为钥匙，打开了新零售时代之门。至此，天猫已实现帝亚吉欧、保乐力加、人头马、酩悦轩尼诗、宾三得利全球五大洋酒集团全线大满贯，海外酒业巨头正在纷纷拥抱新零售。
2018-01-12 17:36:52,美赞臣与阿里天猫商城签署协议 将围绕精准营销服务等领域深入合作,,1月12日，婴幼儿营养品专家美赞臣与阿里巴巴天猫商城签署战略合作协议，双方将会围绕品类拓展与创新、精准营销服务与新零售探索等领域展开深入合作，挖掘更多共赢的机会。美赞臣大中华区电子商务总经理王月欢表示，美赞臣还将借助阿里巴巴在新零售方面的优势与布局，通过共建专业育儿内容、打造智能母婴室、牵手盒马生鲜等多方式进行深入合作，借助AR、人工智能、云货架等新兴技术，全面升级消费体验。
2018-01-12 09:36:51,便利蜂完成对领蛙战略投资并控股，无人货架行业再洗牌,https://36kr.com/p/5112617.html?from=singlemessage&isappinstalled=0,36氪获悉，新零售企业便利蜂和华东地区无人货架运营商领蛙今日宣布，便利蜂已完成对领蛙的战略投资并控股，领蛙将并入便利蜂的无人货架业务，成为便利蜂旗下品牌之一。此次战略投资/业务合并后，领蛙团队将继续独立运营，持续服务现有客户并在优势区域继续大力拓展新客户。便利蜂将向领蛙共享后端IT平台、基础设施和供应链资源，并在商品、活动上给予更多的资源和支持，继续为客户提供优质的服务。
2018-01-10 21:44:44,盒马CEO侯毅：7x24小时家庭应急服务将上线,http://www.iwshang.com/Post/Default/Index/pid/254493.html,继昨天宣布盒马家庭应急服务即将进入北京后，盒马CEO侯毅今天在第二届“新零售峰会”上表示，盒马家庭应急服务将升级为7x24小时配送，最快于今年春节后上线。“2018年的盒马不单单是生鲜新零售，还是离消费者最近的、满足消费者即时服务的生活服务中心。”侯毅说。“用户通过7x24小时服务，不仅能买到盒马的生鲜商品，还可以买到满足消费者晚间需求的商品，比如成人用品、母婴的急需用品、女性的急需用品、家庭的日常急需用品，商品的丰富度远远超过便利店。所以盒马24小时服务推出以后，我们相信消费者的生活会减少很多烦恼。”（天下网商）
2018-01-10 20:16:37,刘军：联想将成立新零售公司 “坪效”是个伪命题,http://tech.163.com/18/0110/10/D7PK4J7800097U7T.html,联想集团执行副总裁兼中国区总裁刘军宣布，联想将成立一个新零售公司（天禧传奇），由周铭出任CEO；据周铭透露，新零售公司第一个店将于1月28日在燕莎开业，年内预计将开到150家店铺，这150家店计划从原有渠道转120家店、新开30家。对于坪效问题，刘军认为，这是一个伪命题，新零售更重要的是线下体验所带来的整体销售提升，这种提升不一定是在线下，更有可能是在线上。刘军称，未来2-3年从PC硬件品牌转为物联网设备提供商。（网易科技）
2018-01-10 19:33:09,车车科技CEO张磊：互联网保险将在2018年迈入新零售时代,,1月10日，车车科技与泛华金控举行了签约仪式，张磊在仪式上表示，互联网保险在经历了官网电商直销、垂直交易平台的积累之后，2018年全面迈入“保险新零售”元年。保险新零售，融合线上与线下需求和资源，用互联网技术和方法，全面改变保险营销的体系。从产品销售端转向用户需求端；从金字塔销售体系转向为全景销售体系；从追求销售利润转向服务增值。
2018-01-10 19:22:24,车车科技收购泛华车险业务，宣布保险新零售战略,,1月10日，车车科技与泛华金控举行了签约仪式。车车科技宣布收购亚洲最大的保险经代集团泛华金控旗下的车险业务板块，获得全国性的保险经营牌照、100多个城市基础设施网络，并拥有辐射全国100%地市，下沉87%县域的车险服务团队，增强了车车科技在覆盖网络、合约管理和牌照合规等方面的业务优势。同时，车车科技CEO张磊提出了“保险新零售”的发展战略。车车科技CTO周健祥发布了“凌云”、“湾流”、“潮汐”核心产品，从云、网、端全面赋能保险新零售，服务人、产品和场景。
2018-01-09 11:21:40,口碑进入阿里新零售体系，用数据能力推动线下商业升级,,36氪获悉，阿里巴巴近期将本地生活服务平台口碑纳入新零售体系。口碑的业务汇报线从原来的蚂蚁金服调整至阿里巴巴集团，口碑CEO范驰向阿里巴巴集团CEO张勇汇报。口碑方面表示，将继续在本地生活服务领域，特别是餐饮行业，探索与实践新零售模式，帮助线下商家提升经营效率，给用户提供更好的消费体验。同时，业务汇报线调整后，口碑仍然保持独立公司的定位，在新零售领域与阿里巴巴集团形成更加深入的战略协同。
2018-01-09 10:25:43,法国最豪华代表团访华背后：千余法国大牌已在天猫尝试新零售,,1月8日至10日，法国总统埃马纽埃尔•马克龙对中国进行国事访问，除了空客、欧尚零售集团等50余家法国企业高管随行之外，还包括航空商贸、数字经济等领域的50多个大单。截至2017年年底，已有近1400个法国品牌入驻天猫。全球最大的奢侈品集团LVMH以及全球最大的化妆品集团欧莱雅这两大法国品牌已全面布局天猫，通过新零售引领美好生活。天猫数据显示，在中国消费者最喜爱的酒水原产地中，法国排在首位。
2018-01-07 14:46:58,2150台Cruzr机器人上岗，优必选联合居然之家打造智能新零售,,1月6日，优必选与居然之家在北京国家会议中心成功举办“雇佣两千机器人，打造智能新零售”上岗工作仪式，2150台优必选Cruzr机器人正式在居然之家百城千店上岗工作。据介绍，Cruzr机器人是优必选推出的首款基于云平台的为全球企业和公共领域提供商用服务的类人形机器人，可提供定制化的AI服务及商务场景定制应用，在多模态交互、导航避障、客流引导、智能问询、视频会议、人脸识别、智能监控等方面具备领先的技术优势，让用户随时随地都能享受到先进的智慧化、全程无缝衔接的服务体验。除了在家居行业的应用，Cruzr机器人还为商场、政务大厅、机场、4S店、药店、银行等场景提供了定制化服务与应用，未来还将覆盖更多的使用场景。
2018-01-05 14:26:41,新零售人工智能服务商悠络客完成7887万元C轮融资,http://36kr.com/p/5111256.html,36氪近日获悉，新零售人工智能服务商悠络客完成7887万元C轮融资，招商局领投，理成资产、中昌数据及默默赢跟投，新资金主要用于搭建PaaS和加大人工智能研发投入。悠络客是一个新零售人工智能服务商，为新型门店提供智能管理及数据分析服务。悠络客有自己的云平台，通过人脸识别、人工智能、数据对比分析为零售商铺营销、巡店和管理等。具体表现为通过人脸识别抓取消费者，记录每个年龄层次，不同人对待不同商品的态度、停留时长、商品对不同用户的吸引程度，最终形成用户画像，进而推送产品和个性化服务。
2018-01-04 17:18:53,中国联通：2018年要深入推进混改 全面推进互联网化运营,http://www.egsea.com/index.php?app=Company&mod=Info&act=news&id=168329,1月4日，中国联通集团公司2018年工作会议在北京召开。联通集团董事长王晓初强调，2018年重点做好五个方面工作：一是要深入学习贯彻党的十九大精神，以新思想武装头脑、指导实践、推动工作。二是要全面推进互联网化运营。加快新零售互联网化，加快产品互联网化。三是要加快提升创新能力、转换发展动能。四是要深入推进混合所有制改革。五是要持续加强基础管理，强弱项、补短板。（证券时报·e公司）
2018-01-03 14:32:09,加码新零售，瓜子、毛豆新车北京体验店开业,http://tech.ifeng.com/a/20180103/44830207_0.shtml,毛豆新车网北京首家线下交付体验店与瓜子二手车北京大型保卖体验店正式开业。北京毛豆体验店是继成都之后毛豆新车网在国内开设的第二家线下交付体验店。据介绍，毛豆新车网北京交付该体验店占地面积约1000平米，主要包括咨询区、交付区、办公区、茶歇区四大功能区，承载咨询与交付的服务需求，用户可实现在毛豆新车官网、APP线上选车、下单，线下体验店交付的一站式购车服务体验。与此同时，瓜子二手车北京大型保卖体验店正式投入使用。该保卖体验店面积超过4000平米，定位于二手车综合服务中心，并配以最新自主研发的“CARSMall智慧管家系统”。（凤凰科技）
2018-01-03 10:04:33,「一米云站」获千万级人民币 Pre-A 轮融资,http://36kr.com/p/5110908.html,36氪获悉，餐饮新零售公司一米云站已于日前完成其千万级人民币Pre-A轮融资，由某食品产业上市公司背景的投资机构投资。它是一家通过智能储食终端切入餐饮市场的创业公司，可简单理解为“Sysco＋友宝”的结合体：前端智能柜可模块化组装、扩展数量，单机有48个格子单元，支持65℃恒温存储。后端供应链的一整套链条为：菜品研发—中央工厂（标准化制作高完成度食材）—线下加工中心（配送点，只需简单加热，参考真功夫和麦当劳后厨）——经由线上点餐平台——触达智能取餐柜——用户取食。
2018-01-02 20:24:15,天猫与高鑫零售合作加速落地,http://kuaixun.stcn.com/2018/0102/13877004.shtml,据中国证券网报道，阿里巴巴旗下天猫2日宣布，天猫超市百万件货品已在华东地区20个城市167家大润发上架，这意味着在阿里巴巴战略入股高鑫零售一个月后，天猫和大润发的新零售业务融合进入实质性阶段。据了解，AR\VR互动体验、智能母婴室、天猫超市1小时达等新零售场景也将陆续在今年上半年上线。（证券时报网）
2017-12-29 21:33:12,欧莱雅集团旗下美妆品牌阿玛尼今日试运营天猫旗舰店 将于1月正式开通,http://www.jiemian.com/article/1850645.html,欧莱雅集团今日宣布，旗下设计师美妆品牌阿玛尼试运营天猫旗舰店，并将于2018年1月16日正式开通。作为该集团旗下势头强劲的美妆品牌，阿玛尼将视天猫为全新增长点，发展品牌在线上的购物体验。目前，该旗舰店内在售的产品包括彩妆、护肤和香氛，品类齐全。近年来，欧莱雅集团在中国推进新零售发展，电商平台的销售额在5年间实现了10倍增长，为中国化妆品市场第一位。（界面）
2017-12-27 16:34:02,阿里宣布高管调整：蒋凡任淘宝总裁 靖捷任天猫总裁,http://tech.sina.com.cn/2017-12-27/doc-ifypyuvc7169494.shtml,据新浪科技消息，阿里巴巴集团CEO张勇在员工公开信中宣布，淘宝、天猫将作为阿里新零售的基座，聚合阿里物流、金融、技术、云计算等基础能力帮助全社会商业升级。集团决定，任命集团副总裁蒋凡出任淘宝总裁，任命集团副总裁靖捷出任天猫总裁。
2017-12-26 18:59:38,首批外卖餐盒安心名录公布 业内人士：外卖餐盒设计要轻量化,http://jw.jwview.com/jwview/content.jsp?id=118978&classify=zw,今日上午，网络订餐供应链联盟公布了首批外卖餐盒“安心名录”，共有24家企业的产品入选，其中包括1家纸餐盒生产企业、3家生物基塑料餐盒生产企业以及20家聚丙烯塑料餐盒生产企业。中国包装联合会包装用户委员会秘书长张滨燕表示，新零售经济背景下，一次性外卖餐饮具要体现绿色环保，要强调轻量化、可重复利用、可再生、可循环利用。但不应该把注意力仅集中在开发所谓新材料上，而是要从结构设计上注重外卖餐盒的轻量化，比如关注薄壁注塑等工艺的应用。同时一次性外卖餐盒也要注重消费者的体验。（中新经纬）
2017-12-26 17:59:21,继北京后 天猫超市1小时达覆盖上海成都武汉杭州四市,http://tech.sina.com.cn/i/2017-12-26/doc-ifypxrpp4240112.shtml,据新浪科技报道，天猫方面宣布，天猫超市1小时达服务已开进北京、上海、成都、武汉、杭州等五个城市。据悉，天猫1小时达服务是天猫与易果、安鲜达共同打造的新零售“试验田”，目前拥有500多种SKU，提供29元包邮的1小时达服务。未来将上线超过2000个SKU，重点覆盖全国一二线城市。该服务的消费高峰期集中在早上9点到12点之间，客单价平均约是线下平均客单价的两倍，女性顾客的占比也达到70%。
2017-12-26 16:07:56,豹便利线下团队来自美团外卖的创始团队，目前已有近千人,,近日，猎豹移动旗下豹便利确认布局无人货架领域，并公布了其运营成绩：豹便利从11月中旬正式开始运营，已经进驻三十多个一线、二线城市，预计本月底完成1万个点位的覆盖。据了解，豹便利的线下铁军来自美团外卖的创始团队，具备非常强大的线下管理和推广能力，目前已有近千人。团队经历过“千团大战”和“外卖大战”，积累了丰富的线下经验，这也成为豹便利增速如此巨大的重要原因。除了强大的地推团队，在线上，猎豹在移动广告、个性化推荐、大数据和人工智能等技术方面的积累则为豹便利的高速发展提供了完备的技术储备，尤其是猎豹在人工智能方面的探索，也让豹便利在AI+新零售层面具备很好的想象力。
2017-12-26 14:38:51,威马汽车首批“智行合伙人”签约，加速布局线下零售新业态,http://36kr.com/p/5109895.html,36氪获悉，威马汽车近期和首批13家“威马智行合伙人”签署意向协议，在全国11座城市共同构筑威马用车出行生态。“威马智行合伙人”是威马汽车对渠道合作伙伴的称呼。日前由威马汽车合伙人、战略规划高级副总裁陆斌带队，首批13位“威马智行合伙人”前往美国，一同参与为期9天的“拓疆域，创领新格局”新零售业态探索学习之旅。一行人先后参观了Google、Apple、Tesla、ZapposTour、Amazon无人超市等科技及零售企业，深入探讨新零售业态下，创新的用户服务方式。
2017-12-25 17:26:28,传每日优鲜便利购获巨头重金投资,https://cvapp.chinaventure.com.cn/cv_api/ui/page/news/detail.html?id=322117&type=news&viewType=WEIXIN&deviceId=&userId=1&sign=&app=12345678,据投中网消息，每日优鲜内部孵化半年的无人零售项目完成分拆，子公司每日优鲜便利购已于近日获数亿美金巨额融资，某近期频繁投资新零售领域的巨头出现在投资人名单。
2017-12-25 17:09:43,欧莱雅旗下Giorgio Armani美妆入驻天猫,,继赫莲娜之后，12月25日，欧莱雅集团旗下又一顶级品牌GiorgioArmani宣布登录天猫开启试运营，并将于2018年1月16日在天猫正式开业。阿玛尼在天猫推出包括唇妆、底妆、香氛、护肤等四大主力产品线。除了品牌经典的红管唇釉、小胖丁染唇液外，阿玛尼在开业预售中更是提供包括小细管红唇膏和天猫独家首发限量版红气垫等新品作为开业权益提供给线上消费者。除此以外，阿玛尼也将开启与天猫的新零售合作，在天猫奢侈品平台LuxuryPavilion上线。
2017-12-25 12:30:31,便利蜂无人货架投放加速 年底前将突破5万个,http://www.chinanews.com/business/2017/12-25/8408478.shtml,截止上周，新零售创业公司便利蜂已在全国范围内完成2.5万个无人货架的投放，近期超过半数货架投放在100人以上企业。据悉，目前便利蜂的投放能力已升级到每周2万个，预计年底前投放货架5万个，到春节前预计完成50万个货架投放。据内部人士称，便利蜂于11月10日才正式决定启动无人货架业务，十天后开始大规模铺点，彼时市场上已有二十余家获VC投资支持的创业公司。按市场上已公布的数据，便利蜂在无人货架业务启动仅仅50天后，就将成为行业第一。（中新网）
2017-12-22 14:25:06,鲲觉获数千万元A轮融资，用“店货分离”模式探索家居家纺新零售,http://36kr.com/p/5108609.html,36氪获悉，近日，上海鲲觉旗下“觉客体验店”宣布完成数千万元A轮融资，由险峰长青领投。上海鲲觉是国内最早系统化探索“店货分离”新零售模式的公司，“觉客体验店”是该模式在家纺细分领域的试水。“店货分离”是指零售店端零库存，消费者在门店体验和下单后，通过快递到家方式进行销售的模式。通过该模式，线下零售店可以压缩库存，提升供给侧效率，重新拟定零售成本结构，提供消费升级大趋势下的高质价比商品。鲲觉早期从家居家纺这一细分垂直领域切入，其原因是传统零售这一行业效率偏低，有较大的效率提升改造空间，同时对于非即时性商品来说更加有利于消费者对模式的认同。
2017-12-22 09:18:30,「食云集」半年内再获千万级美元 A＋ 轮融资,http://36kr.com/p/5109048.html,36氪获悉，餐饮新零售品牌「食云集」已于日前完成千万级美元A＋轮融资，由蓝驰创投领投，SIG（海纳亚洲创投）、启明创投、BAI（贝塔斯曼亚洲投资基金）等跟投。事实上，这一轮距离其A轮获得千万美金融资（BAI、启明创投领投）时隔不到半年。作为餐饮新零售平台服务商，食云集主要面向白领快消类餐饮品牌，通过承租线下物理空间经整体规划后做标准化改造，分出独立空间和共享空间两块，以期获得效率和体验的最优解。线下店倚重选址，食云集优先开在写字楼和园区场景（解决选址难、写字楼商业配套缺失或待升级的现状）。
2017-12-21 15:29:06,阿里巴巴CEO张勇谈合作大润发原因：相信新零售,http://tech.sina.com.cn/i/2017-12-21/doc-ifypvuqe6787250.shtml,11月20日，阿里巴巴与欧尚零售、润泰集团达成战略合作，入股约224亿港币，直接和间接持有高鑫零售36.16%的股份。12月20日，阿里巴巴CEO张勇接受大润发董事长黄明端邀请，参加大润发年会。张勇表示，“双方走到一起只有一个原因，那就是我们都真正相信新零售。”（新浪科技）
2017-12-21 14:48:37,新零售项目魔盒Citybox完成2500万美元B轮融资,http://36kr.com/p/5109151.html,36氪获悉，新零售项目魔盒Citybox已于日前完成其B轮2500万美元融资，由SIG投资。距离其宣布A轮1500万美元融资的消息才3个月，本轮融资完成后公司估值达到6700万美元。CityboxCOO沈博炜告诉36氪，这段时间其业务的变化主要有几个方面：一是推出其自主研发的新一代智能零售终端设备。二是在供应链上更完善。三是在前端运营方面。据悉，得益于本轮融资，其将主要用于加强渠道拓展、BI、AI团队的扩建以及硬、软件的投入研发等。
2017-12-21 09:29:24,「在楼下」3个月获3轮过亿元融资，打造城市社区“公共冰箱”,http://36kr.com/p/5108593.html,36氪获悉，北京在楼下科技有限公司自今年7月成立起，已在三个月内完成三轮融资，总金额过亿元，资方包括IDG资本、元璟资本、九合创投和山行资本。在各式各样的新零售项目中，“在楼下”这个名字自带温度和画面感——智能终端就在家楼下，给社区人群提供零食、生鲜、日用品等新鲜便利的零售服务，同时借助微信群、小程序把线上线下打通，实现线下终端、线上商城的渠道融合以及线上下单、线下提货的体验融合。
2017-12-20 10:23:25,YI Tunnel完成数千万元Pre-A轮融资,http://36kr.com/p/5108656.html,36氪获悉，YITunnel近期完成数千万元Pre-A轮融资，昆仲资本领投，老股东百度风投和峰尚资本跟投。公司曾于今年10月宣布获百度风投和峰尚资本数千万元天使轮投资。YITunnel主要为零售店提供基于机器视觉技术的自动结算方案，此前已经推出针对传统零售结账场景的YITunnelAI无人收银机、成本低于AmazonGo的SuperYI纯视觉技术无人店解决方案。CEO吴一黎告诉36氪，公司近期即将推出针对新零售无人货架场景的纯视觉技术的AI智能售卖机，并与一家无人零售货柜达成了合作意向。
2017-12-19 17:50:45,猎豹移动确认布局无人货架，豹便利增速惊人年底冲击1万点位,,最近，有媒体爆料称，猎豹移动旗下豹便利开始布局无人值守货架，已经入驻1000家企业。对此，猎豹移动官方回应称：猎豹移动旗下的豹便利从11月初开始运营，不到两个月的时间内增速迅猛，目前已在线下铺设5000个点位，今年年底将冲击1万个办公室点位。据了解，猎豹布局无人值守货架仅仅只是开端，未来将着力打造“楼宇新零售”模式，通过对线下场景不断深入地思考，推动人工智能技术和线下零售的结合，满足更多用户的需求。
2017-12-15 15:57:53,H&M将全面接入天猫新零售 官网外首开线上渠道,,12月15日，H&M宣布与阿里巴巴开启战略合作，旗下核心品牌H&M和H&MHome将于2018年入天猫，这也是H&M集团在中国除官网外首开官方线上渠道。此前，天猫上已经云集了优衣库、Gap、Zara等三大快时尚巨头，此次H&M集团加入，意味着天猫迎来全满贯，消费者在百货一楼所见的“快时尚生活区”尽在天猫。
2017-12-15 15:33:21,试水多渠道揽客 同程涉足机场“新零售”,http://www.bbtnews.com.cn/2017/1215/222528.shtml,12月14日，同程旅游宣布与中图集团签署合作协议，同程旅游将以机票业务与中图集团共同试水机场“新零售”模式。据公开资料显示，中图集团是机场商业服务机构，目前在全国20多家国际机场开设有200多间门店，业务涵盖餐饮、商业零售、书刊销售、品牌专卖等领域。同程与中图集团的“新零售”模式中，将针对旅客在机场用餐的种种不便，首先推出机票+餐食的线上预订服务以及其他优惠活动。双方还表示，未来将联合推出更多专供产品。（北京商报）
2017-12-14 17:17:34,联通、阿里新零售战略合作启动：首家智慧生活体验店明天揭幕,http://www.thepaper.cn/newsDetail_forward_1904909,据悉，中国联通与阿里巴巴联合打造的“中国联通智慧生活体验店”，将于12月15日在上海正式开业。此次“中国联通智慧生活体验店”的开业，意味着中国联通和阿里巴巴在新零售战略的合作正式开启。据介绍，上海这家门店基于阿里巴巴的“智慧门店”的一整套产品和技术体系，完成阿里“零售+”和联通的系统对接，全面重构品牌体系、营销渠道和场景服务，打通全渠道运营体系，将线下用户行为和线上热销、关注度、用户好评等多维度数据进行匹配，实现线上线下同款、同价、同库存，用户无论是从线上下单还是在门店购买，都可以选择发货到家或自提商品的取货方式，从而使购买更加便捷。（澎湃）
2017-12-14 10:51:37,顺丰“丰e足食”无人值守能量架开通13城：微信扫码买早餐,http://www.cnbeta.com/articles/tech/679697.htm,据cnBeta报道，顺丰集团官微显示，12月11日起，丰e足食无人值守能量架全面开通深圳、广州、北京、上海、成都、杭州、郑州、南昌、大连、武汉、济南、长沙、天津十三城。顺丰方面表示，“丰e足食”属于顺丰在新零售板块，结合自身在供应链、仓储、物流配送的优势，做出的全新探索，是顺丰独立孵化的项目。“丰e足食”无人值守货架主要投放到企业、联合办公空间等的办公室，消费者扫描微信即可购买休闲食品、饮品、速食商品。而且无需入驻安装费、配货运营费，也不会有丢失赔付费。
2017-12-13 18:53:06,中央商场拟与阿里子公司银泰合资开设新零售发展公司,,中央商场(600280)12月13日晚间公告，公司拟与阿里子公司银泰投资合资设立新零售发展公司。双方将以新零售发展公司为平台，共同发展江苏区域新零售市场。新零售发展公司注册资本3000万元，公司出资870万元，占29%；银泰投资出资2130万元，占71%。
2017-12-12 21:32:22,有品电商独立拆分 雷军希望它成为小米战略性新零售平台之一,http://tech.ifeng.com/a/20171212/44801427_0.shtml,小米公司董事长、CEO雷军今天发内部信，宣布了小范围的组织结构调整以及人事任命。原属于小米物联网（MIOT）团队的米家有品团队独立拆分成有品电商部门，任命高自光为生态链部门副总裁兼有品电商部总经理，向刘德汇报。这次组织结构调整中另一个值得注意的地方是小米成立了IoT技术委员会，成员包括高自光和接替他担任MIOT部总经理一职的范典等人。（凤凰科技）
2017-12-12 09:54:06,2017WISE大会盛大开幕，36氪赋能新商业,,2017年12月12日-13日，由36氪主办的主题为“基业长新—WISE新商业大会”在北京国际会议中心举行，本届大会由新商业峰会、新零售峰会、企业服务峰会、投资人峰会、新风向峰会五大板块组成，李开复、黎万强、徐小平、陈志武、张颖、周亚辉、孙为民、高红冰、陈晓东、贾斯汀•卡塞尔等著名企业家、投资人、学者齐聚一堂，共同探讨技术与资本驱动的新商业。36氪经过六年多发展，在2016年陆续完成了业务拆分，母公司筑成金融包含36氪、氪空间、鲸准三大子公司，业务涵盖媒体、地产、金融和数据，进入2017年，提出了“新商业”概念，并进行了业务全面升级，已实现从科技创投媒体到为创业公司、投资机构及个人提供全方位创投服务的转型。
2017-12-11 19:25:29,苏宁云商孙为民：未来零售本质是“场景互联网”零售,http://finance.chinanews.com/cj/2017/12-11/8397612.shtml,据中新网报道，12月9日—10日，由《中国企业家》杂志主办的2017(第十六届)中国企业领袖年会在北京举办。在聚焦互联网零售的“新零售新玩法”尖峰论坛上，苏宁云商副董事长孙为民认为，未来零售的本质是“场景互联网”零售，零售场景的重塑和业态细分将是关键。孙为民表示，实体零售向互联网零售转型相当于一场“旧城改造”。改造过程的第一步是要把整个店面进行“互联网化”，其核心是基于物联网这一新的构架而建立起来的场景重塑和再造。场景的重塑和再造体现在商品展示、购物流程、用户电子化等三个方面。
2017-12-11 15:03:39,“我在家”推商业合作发力空间共享战略 欲打造“人-货-场”全新连接,,12月8日，互联网家居分享直购平台“我在家”公布了其在商业空间合作的全新战略布局，依托“新零售＋共享经济”模式，在原有“生活家”家庭体验场景之外，将全面发力商业跨界合作，推动商业空间赋能。目前，“我在家”已经与北京首都机场贵宾厅、亚朵酒店、桃园眷村、芸台书舍、忆·松树岭民宿等连锁商业空间达成战略合作，一方面由“我在家”利用自身供应链以及全面覆盖多个风格家居产品的优势，帮助合作伙伴获得物美价廉、符合各自品牌调性的中高端家具产品，营造舒适商业环境，另一方面，这些商业空间也因此转化为商业类“生活家”，丰富了有家具购买需求客户的多元化体验场景选择，且成功转化消费行为后“我在家”还将返佣给商业空间。
2017-12-08 11:10:07,腾讯入股永辉超级物种，在战术上与阿里盒马鲜生抗衡,http://tech.sina.com.cn/i/2017-12-08/doc-ifypnyqi1929968.shtml,据财经报道，腾讯重金入股永辉超市旗下生鲜超市超级物种，目前交易已经close，预计在两周内宣布。这是腾讯在零售领域的重要战略投资，目前股份占比和估值金额未知。永辉超市市值目前846亿，此次与腾讯的联手或将改变新零售商超行业的竞争格局。受此消息影响，永辉超市很快涨停。一位接近交易的人士告诉《财经》记者，腾讯从今年下半年起大范围接触新零售项目，尤其盒马鲜生今年进展迅速，更促使腾讯加快脚步。上述人士认为，此次腾讯入股永辉的意义，一是对标盒马鲜生的布局线下生鲜商超，二是打造底层技术改造样本，实验腾讯的零售解决方案。
2017-12-08 10:50:09,阿里巴巴现金要约收购高鑫零售全部已发行股份,http://www.nbd.com.cn/articles/2017-12-08/1169383.html,高鑫零售港交所公告称，淘宝中国提出强制性无条件现金要约，以收购高鑫零售全部已发行股份，要约价6.5港元。11月20日，阿里、AuchanRetailS.A.（欧尚零售）、润泰集团宣布达成新零售战略合作。根据战略协议，阿里巴巴集团将投入约224亿港币（约28.8亿美元），直接和间接持有高鑫零售36.16%的股份。高鑫零售是商超大卖场欧尚、大润发的母公司，在中国29个省市自治区拥有446家大卖场。2016年营收超1000亿元，市场份额多年保持国内零售行业第一。
2017-12-07 15:22:11,阿里巴巴与福特汽车签署战略合作协议 联手打造智联网汽车,,12月7日，阿里巴巴集团和福特汽车公司正式签署战略合作。双方将开展全面合作，共同推进智联网汽车、人工智能、智能移动服务和数字营销等领域的合作。在这份为期三年的协议中，阿里巴巴旗下的AliOS汽车操作系统、云计算、新零售、数字营销等业务板块都将参与合作；而福特方面也表示，未来所有在中国销售的福特及林肯品牌整车（包括进口及本地生产）及在中国生产的自主品牌电动车，也将成为合作的一部分。据悉，目前双方正就关于智联网汽车未来的技术趋势、应用领域、合作模式及发展形态进行深入的沟通，将依托阿里巴巴达摩院对前沿基础科技的研究，整合云计算、人工智能等技术，通过AliOS操作系统与汽车的深度结合，提升用户的驾驶体验。
2017-12-07 08:35:53,新零售解决方案提供商「企加云」完成A轮融资，阿里巴巴领投,http://36kr.com/p/5096162.html,36氪近日获悉，杭州企加云计算技术有限公司（iTrigger）宣布完成A轮融资，本轮融资由阿里巴巴集团领投，银杏谷资本和元璟资本跟投。企加云将发展企业级云计算服务市场，为线下企业提供新零售落地解决方案，帮助企业实现互联网和数字化转型。企加云由前甲骨文全球副总裁、阿里巴巴集团副总裁喻思成带领创立，企加云关注新零售领域，提供线上线下打通的、即时数据驱动的新零售CRM、智慧门店、全渠道供应链以及一个核心数据中台“零售大脑”，功能覆盖了智能互动设备接入、会员忠诚度运营、精细化营销、智能销售&导购、客户画像、全渠道订单、协同供应链等系统。
2017-12-06 10:51:39,国美杜鹃：三年打造一万家线下门店,http://www.yicai.com/news/5380509.html,据第一财经报道，为适应新零售的需求，国美将在北京或上海，新开2万平方米的智能家生活馆；并在一线城市部署社区小店;同时，以轻资产方式，在四五线市场的县、村、镇里，开设配合国美APP的线下零售店。杜鹃表示，“未来三年，国美将开到10000家以上的线下‘家生活’门店”。
2017-12-05 19:43:21,郭台铭：马云的一席话 曾让我一夜没有睡好,https://weibo.com/2258727970/FyfBZnKfX?from=page_1002062258727970_profile&wvr=6&mod=weibotime&type=comment,在阿里2016云栖大会，马云提出“五新”，即：新零售、新制造、新金融、新技术、新资源，这些曾让郭台铭一夜没睡好。但让他释然的是，富士康这些年已经在不停地转型、与时俱进，经验和技术累积了43年，培养出许多具有工匠精神的优秀制造工程师，其实核心优势还在自己手上，现在需要做的是让制造设备与智能设备碰撞，让每个制造工艺都能够运用数字化管理。（央视财经）
